iso3,country,who_region,who_region_code,scenario,total_sugar_change_by_2030,forecast_year,forecast_obesity_pct,input_year,sugar_supply_kg_per_capita_assumption,sugar_supply_kcal_per_capita_day_assumption
IRL,Ireland,Europe,EUR,Sugar -10% by 2030,-0.1,2025,28.127980902264863,2024,95.95771428571429,472.76514285714285
IRL,Ireland,Europe,EUR,Sugar -10% by 2030,-0.1,2026,28.380996684551704,2025,94.54657142857144,465.8127142857143
IRL,Ireland,Europe,EUR,Sugar -10% by 2030,-0.1,2027,28.642328508318712,2026,93.13542857142858,458.86028571428574
IRL,Ireland,Europe,EUR,Sugar -10% by 2030,-0.1,2028,28.913164778598965,2027,91.72428571428571,451.90785714285715
IRL,Ireland,Europe,EUR,Sugar -10% by 2030,-0.1,2029,29.194793771791307,2028,90.31314285714285,444.95542857142857
IRL,Ireland,Europe,EUR,Sugar -10% by 2030,-0.1,2030,29.488580456011245,2029,88.902,438.00300000000004
IRL,Ireland,Europe,EUR,Sugar -2% by 2030,-0.02,2024,27.882118648135044,2023,98.49777142857143,485.2795142857143
IRL,Ireland,Europe,EUR,Sugar -2% by 2030,-0.02,2025,28.127880583508837,2024,98.21554285714286,483.8890285714286
IRL,Ireland,Europe,EUR,Sugar -2% by 2030,-0.02,2026,28.38066314812957,2025,97.93331428571429,482.49854285714287
IRL,Ireland,Europe,EUR,Sugar -2% by 2030,-0.02,2027,28.641666727473094,2026,97.65108571428571,481.10805714285715
IRL,Ireland,Europe,EUR,Sugar -2% by 2030,-0.02,2028,28.91212625719229,2027,97.36885714285715,479.7175714285715
IRL,Ireland,Europe,EUR,Sugar -2% by 2030,-0.02,2029,29.193371700399076,2028,97.08662857142858,478.3270857142857
IRL,Ireland,Europe,EUR,Sugar -2% by 2030,-0.02,2030,29.486804566506784,2029,96.8044,476.9366
IRL,Ireland,Europe,EUR,Sugar -5% by 2030,-0.05,2024,27.882118648135044,2023,98.07442857142857,483.19378571428575
IRL,Ireland,Europe,EUR,Sugar -5% by 2030,-0.05,2025,28.12791820304235,2024,97.36885714285715,479.7175714285715
IRL,Ireland,Europe,EUR,Sugar -5% by 2030,-0.05,2026,28.380788224287876,2025,96.6632857142857,476.24135714285717
IRL,Ireland,Europe,EUR,Sugar -5% by 2030,-0.05,2027,28.641914895290213,2026,95.95771428571429,472.76514285714285
IRL,Ireland,Europe,EUR,Sugar -5% by 2030,-0.05,2028,28.912515702719816,2027,95.25214285714286,469.2889285714286
IRL,Ireland,Europe,EUR,Sugar -5% by 2030,-0.05,2029,29.193904977171194,2028,94.54657142857144,465.8127142857143
IRL,Ireland,Europe,EUR,Sugar -5% by 2030,-0.05,2030,29.487470525071,2029,93.841,462.3365
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Constant sugar,0.0,2024,24.553772417588718,2023,31.61,281.63
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Constant sugar,0.0,2025,24.84143825638661,2024,31.61,281.63
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Constant sugar,0.0,2026,25.129102826655913,2025,31.61,281.63
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Constant sugar,0.0,2027,25.41728488200431,2026,31.61,281.63
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Constant sugar,0.0,2028,25.70695583969663,2027,31.61,281.63
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Constant sugar,0.0,2029,25.999322075614884,2028,31.61,281.63
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Constant sugar,0.0,2030,26.29570330367291,2029,31.61,281.63
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar +10% by 2030,0.1,2024,24.553772417588718,2023,32.061571428571426,285.6532857142857
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar +10% by 2030,0.1,2025,24.841396215268222,2024,32.51314285714285,289.6765714285714
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar +10% by 2030,0.1,2026,25.12896023709009,2025,32.96471428571429,293.6998571428572
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar +10% by 2030,0.1,2027,25.416994059269694,2026,33.41628571428571,297.7231428571429
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar +10% by 2030,0.1,2028,25.706482921921133,2027,33.86785714285714,301.74642857142857
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar +10% by 2030,0.1,2029,25.99864485643063,2028,34.31942857142857,305.76971428571426
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar +10% by 2030,0.1,2030,26.29480905709684,2029,34.771,309.793
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar +2% by 2030,0.02,2024,24.553772417588718,2023,31.700314285714285,282.43465714285713
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar +2% by 2030,0.02,2025,24.84142984816293,2024,31.790628571428574,283.2393142857143
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar +2% by 2030,0.02,2026,25.129074308742744,2025,31.88094285714286,284.04397142857147
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar +2% by 2030,0.02,2027,25.41722671745738,2026,31.97125714285714,284.84862857142855
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar +2% by 2030,0.02,2028,25.706861256141515,2027,32.061571428571426,285.6532857142857
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar +2% by 2030,0.02,2029,25.999186631778013,2028,32.15188571428571,286.4579428571428
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar +2% by 2030,0.02,2030,26.29552445435767,2029,32.2422,287.2626
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar +5% by 2030,0.05,2024,24.553772417588718,2023,31.835785714285713,283.64164285714287
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar +5% by 2030,0.05,2025,24.841417235827414,2024,32.061571428571426,285.6532857142857
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar +5% by 2030,0.05,2026,25.129031531872997,2025,32.28735714285714,287.66492857142856
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar +5% by 2030,0.05,2027,25.41713947063699,2026,32.51314285714285,289.6765714285714
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar +5% by 2030,0.05,2028,25.706719380808856,2027,32.73892857142857,291.6882142857143
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar +5% by 2030,0.05,2029,25.998983466022718,2028,32.96471428571429,293.6998571428572
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar +5% by 2030,0.05,2030,26.29525618038482,2029,33.1905,295.7115
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar -10% by 2030,-0.1,2024,24.553772417588718,2023,31.158428571428573,277.6067142857143
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar -10% by 2030,-0.1,2025,24.841480297504994,2024,30.706857142857142,273.58342857142856
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar -10% by 2030,-0.1,2026,25.129245416221725,2025,30.255285714285716,269.56014285714286
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar -10% by 2030,-0.1,2027,25.41757570473891,2026,29.803714285714285,265.5368571428571
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar -10% by 2030,-0.1,2028,25.707428757472098,2027,29.35214285714286,261.5135714285714
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar -10% by 2030,-0.1,2029,25.999999294799103,2028,28.90057142857143,257.4902857142857
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar -10% by 2030,-0.1,2030,26.29659755024894,2029,28.449,253.467
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar -2% by 2030,-0.02,2024,24.553772417588718,2023,31.519685714285714,280.82534285714286
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar -2% by 2030,-0.02,2025,24.841446664610288,2024,31.42937142857143,280.0206857142857
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar -2% by 2030,-0.02,2026,25.12913134456908,2025,31.339057142857143,279.2160285714286
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar -2% by 2030,-0.02,2027,25.417343046551235,2026,31.248742857142854,278.41137142857144
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar -2% by 2030,-0.02,2028,25.70705042325173,2027,31.158428571428573,277.6067142857143
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar -2% by 2030,-0.02,2029,25.999457519451738,2028,31.068114285714287,276.80205714285717
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar -2% by 2030,-0.02,2030,26.295882152988128,2029,30.9778,275.99739999999997
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar -5% by 2030,-0.05,2024,24.553772417588718,2023,31.384214285714286,279.6183571428571
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar -5% by 2030,-0.05,2025,24.841459276945802,2024,31.158428571428573,277.6067142857143
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar -5% by 2030,-0.05,2026,25.12917412143882,2025,30.932642857142856,275.59507142857143
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar -5% by 2030,-0.05,2027,25.41743029337161,2026,30.706857142857142,273.58342857142856
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar -5% by 2030,-0.05,2028,25.707192298584363,2027,30.48107142857143,271.57178571428574
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar -5% by 2030,-0.05,2029,25.999660685206997,2028,30.255285714285716,269.56014285714286
IRN,Iran (Islamic Republic of),Eastern Mediterranean,EMR,Sugar -5% by 2030,-0.05,2030,26.296150426960935,2029,30.0295,267.5485
IRQ,Iraq,Eastern Mediterranean,EMR,Constant sugar,0.0,2024,39.682973341056666,2023,67.64,305.99
IRQ,Iraq,Eastern Mediterranean,EMR,Constant sugar,0.0,2025,40.01620710285927,2024,67.64,305.99
IRQ,Iraq,Eastern Mediterranean,EMR,Constant sugar,0.0,2026,40.34532000621472,2025,67.64,305.99
IRQ,Iraq,Eastern Mediterranean,EMR,Constant sugar,0.0,2027,40.66900068739673,2026,67.64,305.99
IRQ,Iraq,Eastern Mediterranean,EMR,Constant sugar,0.0,2028,40.98718800555085,2027,67.64,305.99
IRQ,Iraq,Eastern Mediterranean,EMR,Constant sugar,0.0,2029,41.300547927403215,2028,67.64,305.99
IRQ,Iraq,Eastern Mediterranean,EMR,Constant sugar,0.0,2030,41.61011483447669,2029,67.64,305.99
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar +10% by 2030,0.1,2024,39.682973341056666,2023,68.60628571428572,310.3612857142857
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar +10% by 2030,0.1,2025,40.01612165001003,2024,69.57257142857142,314.7325714285714
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar +10% by 2030,0.1,2026,40.34503650447496,2025,70.53885714285715,319.1038571428572
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar +10% by 2030,0.1,2027,40.66843989389751,2026,71.50514285714286,323.4751428571429
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar +10% by 2030,0.1,2028,40.98631154203792,2027,72.47142857142858,327.8464285714286
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar +10% by 2030,0.1,2029,41.29935418387994,2028,73.43771428571428,332.2177142857143
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar +10% by 2030,0.1,2030,41.60863459034224,2029,74.40400000000001,336.58900000000006
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar +2% by 2030,0.02,2024,39.682973341056666,2023,67.83325714285715,306.8642571428572
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar +2% by 2030,0.02,2025,40.01619001228943,2024,68.02651428571428,307.7385142857143
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar +2% by 2030,0.02,2026,40.34526330586678,2025,68.21977142857143,308.6127714285715
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar +2% by 2030,0.02,2027,40.668888528696904,2026,68.41302857142857,309.48702857142854
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar +2% by 2030,0.02,2028,40.98701271284828,2027,68.60628571428572,310.3612857142857
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar +2% by 2030,0.02,2029,41.30030917869858,2028,68.79954285714285,311.2355428571429
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar +2% by 2030,0.02,2030,41.60981878564982,2029,68.9928,312.1098
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar +5% by 2030,0.05,2024,39.682973341056666,2023,68.12314285714285,308.17564285714286
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar +5% by 2030,0.05,2025,40.01616437643465,2024,68.60628571428572,310.3612857142857
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar +5% by 2030,0.05,2026,40.34517825534485,2025,69.08942857142857,312.54692857142857
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar +5% by 2030,0.05,2027,40.66872029064713,2026,69.57257142857142,314.7325714285714
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar +5% by 2030,0.05,2028,40.9867497737944,2027,70.05571428571429,316.9182142857143
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar +5% by 2030,0.05,2029,41.29995105564161,2028,70.53885714285715,319.1038571428572
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar +5% by 2030,0.05,2030,41.609374712409505,2029,71.022,321.28950000000003
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar -10% by 2030,-0.1,2024,39.682973341056666,2023,66.67371428571428,301.6187142857143
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar -10% by 2030,-0.1,2025,40.01629255570852,2024,65.70742857142857,297.2474285714286
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar -10% by 2030,-0.1,2026,40.34560350795449,2025,64.74114285714286,292.8761428571429
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar -10% by 2030,-0.1,2027,40.66956148089598,2026,63.774857142857144,288.50485714285713
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar -10% by 2030,-0.1,2028,40.9880644690638,2027,62.80857142857143,284.13357142857143
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar -10% by 2030,-0.1,2029,41.3017416709265,2028,61.842285714285715,279.7622857142857
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar -10% by 2030,-0.1,2030,41.611595078611145,2029,60.876000000000005,275.391
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar -2% by 2030,-0.02,2024,39.682973341056666,2023,67.44674285714285,305.11574285714283
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar -2% by 2030,-0.02,2025,40.016224193429125,2024,67.25348571428572,304.2414857142857
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar -2% by 2030,-0.02,2026,40.34537670656269,2025,67.06022857142857,303.3672285714286
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar -2% by 2030,-0.02,2027,40.66911284609661,2026,66.86697142857143,302.4929714285714
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar -2% by 2030,-0.02,2028,40.987363298253484,2027,66.67371428571428,301.6187142857143
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar -2% by 2030,-0.02,2029,41.30078667610794,2028,66.48045714285715,300.74445714285713
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar -2% by 2030,-0.02,2030,41.61041088330367,2029,66.2872,299.8702
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar -5% by 2030,-0.05,2024,39.682973341056666,2023,67.15685714285715,303.80435714285716
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar -5% by 2030,-0.05,2025,40.01624982928389,2024,66.67371428571428,301.6187142857143
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar -5% by 2030,-0.05,2026,40.34546175708461,2025,66.19057142857143,299.43307142857145
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar -5% by 2030,-0.05,2027,40.66928108414635,2026,65.70742857142857,297.2474285714286
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar -5% by 2030,-0.05,2028,40.9876262373073,2027,65.22428571428571,295.06178571428575
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar -5% by 2030,-0.05,2029,41.30114479916482,2028,64.74114285714286,292.8761428571429
IRQ,Iraq,Eastern Mediterranean,EMR,Sugar -5% by 2030,-0.05,2030,41.61085495654385,2029,64.258,290.6905
ISL,Iceland,Europe,EUR,Constant sugar,0.0,2024,22.198558574710127,2023,97.2,333.52
ISL,Iceland,Europe,EUR,Constant sugar,0.0,2025,22.528183187749164,2024,97.2,333.52
ISL,Iceland,Europe,EUR,Constant sugar,0.0,2026,22.869141852525143,2025,97.2,333.52
ISL,Iceland,Europe,EUR,Constant sugar,0.0,2027,23.222684601932162,2026,97.2,333.52
ISL,Iceland,Europe,EUR,Constant sugar,0.0,2028,23.59016191541573,2027,97.2,333.52
ISL,Iceland,Europe,EUR,Constant sugar,0.0,2029,23.972982501259292,2028,97.2,333.52
ISL,Iceland,Europe,EUR,Constant sugar,0.0,2030,24.372585572232996,2029,97.2,333.52
ISL,Iceland,Europe,EUR,Sugar +10% by 2030,0.1,2024,22.198558574710127,2023,98.58857142857143,338.2845714285714
ISL,Iceland,Europe,EUR,Sugar +10% by 2030,0.1,2025,22.52806200407927,2024,99.97714285714285,343.0491428571428
ISL,Iceland,Europe,EUR,Sugar +10% by 2030,0.1,2026,22.86874219284784,2025,101.36571428571429,347.8137142857143
ISL,Iceland,Europe,EUR,Sugar +10% by 2030,0.1,2027,23.221900752505803,2026,102.75428571428571,352.5782857142857
ISL,Iceland,Europe,EUR,Sugar +10% by 2030,0.1,2028,23.58895092589238,2027,104.14285714285714,357.3428571428571
ISL,Iceland,Europe,EUR,Sugar +10% by 2030,0.1,2029,23.971358491944606,2028,105.53142857142856,362.1074285714285
ISL,Iceland,Europe,EUR,Sugar +10% by 2030,0.1,2030,24.370613540206648,2029,106.92000000000002,366.872
ISL,Iceland,Europe,EUR,Sugar +2% by 2030,0.02,2024,22.198558574710127,2023,97.47771428571428,334.4729142857143
ISL,Iceland,Europe,EUR,Sugar +2% by 2030,0.02,2025,22.528158951015186,2024,97.75542857142858,335.42582857142855
ISL,Iceland,Europe,EUR,Sugar +2% by 2030,0.02,2026,22.869061920589687,2025,98.03314285714286,336.37874285714287
ISL,Iceland,Europe,EUR,Sugar +2% by 2030,0.02,2027,23.2225278320469,2026,98.31085714285713,337.33165714285707
ISL,Iceland,Europe,EUR,Sugar +2% by 2030,0.02,2028,23.589919717511076,2027,98.58857142857143,338.2845714285714
ISL,Iceland,Europe,EUR,Sugar +2% by 2030,0.02,2029,23.972657699396375,2028,98.86628571428571,339.2374857142857
ISL,Iceland,Europe,EUR,Sugar +2% by 2030,0.02,2030,24.372191165827754,2029,99.144,340.1904
ISL,Iceland,Europe,EUR,Sugar +5% by 2030,0.05,2024,22.198558574710127,2023,97.89428571428572,335.9022857142857
ISL,Iceland,Europe,EUR,Sugar +5% by 2030,0.05,2025,22.528122595914216,2024,98.58857142857143,338.2845714285714
ISL,Iceland,Europe,EUR,Sugar +5% by 2030,0.05,2026,22.868942022686486,2025,99.28285714285714,340.6668571428571
ISL,Iceland,Europe,EUR,Sugar +5% by 2030,0.05,2027,23.222292677218974,2026,99.97714285714285,343.0491428571428
ISL,Iceland,Europe,EUR,Sugar +5% by 2030,0.05,2028,23.58955642065404,2027,100.67142857142858,345.43142857142857
ISL,Iceland,Europe,EUR,Sugar +5% by 2030,0.05,2029,23.97217049660193,2028,101.36571428571429,347.8137142857143
ISL,Iceland,Europe,EUR,Sugar +5% by 2030,0.05,2030,24.3715995562198,2029,102.06,350.19599999999997
ISL,Iceland,Europe,EUR,Sugar -10% by 2030,-0.1,2024,22.198558574710127,2023,95.81142857142858,328.7554285714286
ISL,Iceland,Europe,EUR,Sugar -10% by 2030,-0.1,2025,22.528304371419058,2024,94.42285714285714,323.9908571428571
ISL,Iceland,Europe,EUR,Sugar -10% by 2030,-0.1,2026,22.86954151220245,2025,93.03428571428572,319.2262857142857
ISL,Iceland,Europe,EUR,Sugar -10% by 2030,-0.1,2027,23.22346845135853,2026,91.64571428571429,314.46171428571427
ISL,Iceland,Europe,EUR,Sugar -10% by 2030,-0.1,2028,23.5913729049391,2027,90.25714285714287,309.69714285714286
ISL,Iceland,Europe,EUR,Sugar -10% by 2030,-0.1,2029,23.974606510574006,2028,88.86857142857143,304.9325714285714
ISL,Iceland,Europe,EUR,Sugar -10% by 2030,-0.1,2030,24.374557604259387,2029,87.48,300.168
ISL,Iceland,Europe,EUR,Sugar -2% by 2030,-0.02,2024,22.198558574710127,2023,96.92228571428572,332.56708571428567
ISL,Iceland,Europe,EUR,Sugar -2% by 2030,-0.02,2025,22.528207424483142,2024,96.64457142857144,331.6141714285714
ISL,Iceland,Europe,EUR,Sugar -2% by 2030,-0.02,2026,22.869221784460603,2025,96.36685714285714,330.66125714285715
ISL,Iceland,Europe,EUR,Sugar -2% by 2030,-0.02,2027,23.222841371817434,2026,96.08914285714286,329.70834285714284
ISL,Iceland,Europe,EUR,Sugar -2% by 2030,-0.02,2028,23.590404113320403,2027,95.81142857142858,328.7554285714286
ISL,Iceland,Europe,EUR,Sugar -2% by 2030,-0.02,2029,23.973307303122233,2028,95.5337142857143,327.80251428571427
ISL,Iceland,Europe,EUR,Sugar -2% by 2030,-0.02,2030,24.372979978638273,2029,95.256,326.84959999999995
ISL,Iceland,Europe,EUR,Sugar -5% by 2030,-0.05,2024,22.198558574710127,2023,96.50571428571429,331.13771428571425
ISL,Iceland,Europe,EUR,Sugar -5% by 2030,-0.05,2025,22.52824377958411,2024,95.81142857142858,328.7554285714286
ISL,Iceland,Europe,EUR,Sugar -5% by 2030,-0.05,2026,22.86934168236379,2025,95.11714285714285,326.37314285714285
ISL,Iceland,Europe,EUR,Sugar -5% by 2030,-0.05,2027,23.223076526645333,2026,94.42285714285714,323.9908571428571
ISL,Iceland,Europe,EUR,Sugar -5% by 2030,-0.05,2028,23.590767410177392,2027,93.72857142857143,321.6085714285714
ISL,Iceland,Europe,EUR,Sugar -5% by 2030,-0.05,2029,23.973794505916615,2028,93.03428571428572,319.2262857142857
ISL,Iceland,Europe,EUR,Sugar -5% by 2030,-0.05,2030,24.373571588246143,2029,92.34,316.844
ISR,Israel,Europe,EUR,Constant sugar,0.0,2024,22.223941664814625,2023,55.25,419.45
ISR,Israel,Europe,EUR,Constant sugar,0.0,2025,22.172662263519687,2024,55.25,419.45
ISR,Israel,Europe,EUR,Constant sugar,0.0,2026,22.127514904884293,2025,55.25,419.45
ISR,Israel,Europe,EUR,Constant sugar,0.0,2027,22.089817000630063,2026,55.25,419.45
ISR,Israel,Europe,EUR,Constant sugar,0.0,2028,22.06102119316078,2027,55.25,419.45
ISR,Israel,Europe,EUR,Constant sugar,0.0,2029,22.042681892546884,2028,55.25,419.45
ISR,Israel,Europe,EUR,Constant sugar,0.0,2030,22.036414292423363,2029,55.25,419.45
ISR,Israel,Europe,EUR,Sugar +10% by 2030,0.1,2024,22.223941664814625,2023,56.03928571428571,425.4421428571428
ISR,Israel,Europe,EUR,Sugar +10% by 2030,0.1,2025,22.172589887639287,2024,56.82857142857142,431.43428571428564
ISR,Israel,Europe,EUR,Sugar +10% by 2030,0.1,2026,22.127270982322706,2025,57.61785714285715,437.4264285714286
ISR,Israel,Europe,EUR,Sugar +10% by 2030,0.1,2027,22.089323778913318,2026,58.40714285714286,443.4185714285714
ISR,Israel,Europe,EUR,Sugar +10% by 2030,0.1,2028,22.060227850008335,2027,59.19642857142857,449.4107142857143
ISR,Israel,Europe,EUR,Sugar +10% by 2030,0.1,2029,22.041560880509074,2028,59.98571428571428,455.4028571428571
ISR,Israel,Europe,EUR,Sugar +10% by 2030,0.1,2030,22.034957604683296,2029,60.775000000000006,461.39500000000004
ISR,Israel,Europe,EUR,Sugar +2% by 2030,0.02,2024,22.223941664814625,2023,55.40785714285715,420.64842857142855
ISR,Israel,Europe,EUR,Sugar +2% by 2030,0.02,2025,22.172647788343607,2024,55.56571428571429,421.8468571428572
ISR,Israel,Europe,EUR,Sugar +2% by 2030,0.02,2026,22.127466120371977,2025,55.72357142857143,423.04528571428574
ISR,Israel,Europe,EUR,Sugar +2% by 2030,0.02,2027,22.089718356286717,2026,55.881428571428565,424.24371428571425
ISR,Israel,Europe,EUR,Sugar +2% by 2030,0.02,2028,22.060862524530293,2027,56.03928571428571,425.4421428571428
ISR,Israel,Europe,EUR,Sugar +2% by 2030,0.02,2029,22.042457690139322,2028,56.19714285714286,426.64057142857143
ISR,Israel,Europe,EUR,Sugar +2% by 2030,0.02,2030,22.036122954875346,2029,56.355000000000004,427.839
ISR,Israel,Europe,EUR,Sugar +5% by 2030,0.05,2024,22.223941664814625,2023,55.644642857142856,422.44607142857143
ISR,Israel,Europe,EUR,Sugar +5% by 2030,0.05,2025,22.172626075579487,2024,56.03928571428571,425.4421428571428
ISR,Israel,Europe,EUR,Sugar +5% by 2030,0.05,2026,22.1273929436035,2025,56.43392857142857,428.43821428571425
ISR,Israel,Europe,EUR,Sugar +5% by 2030,0.05,2027,22.08957038977169,2026,56.82857142857142,431.43428571428564
ISR,Israel,Europe,EUR,Sugar +5% by 2030,0.05,2028,22.060624521584558,2027,57.22321428571429,434.4303571428572
ISR,Israel,Europe,EUR,Sugar +5% by 2030,0.05,2029,22.04212138652798,2028,57.61785714285715,437.4264285714286
ISR,Israel,Europe,EUR,Sugar +5% by 2030,0.05,2030,22.035685948553333,2029,58.0125,440.4225
ISR,Israel,Europe,EUR,Sugar -10% by 2030,-0.1,2024,22.223941664814625,2023,54.46071428571429,413.45785714285716
ISR,Israel,Europe,EUR,Sugar -10% by 2030,-0.1,2025,22.172734639400087,2024,53.67142857142857,407.4657142857143
ISR,Israel,Europe,EUR,Sugar -10% by 2030,-0.1,2026,22.12775882744588,2025,52.88214285714286,401.47357142857146
ISR,Israel,Europe,EUR,Sugar -10% by 2030,-0.1,2027,22.090310222346808,2026,52.09285714285714,395.4814285714286
ISR,Israel,Europe,EUR,Sugar -10% by 2030,-0.1,2028,22.061814536313225,2027,51.30357142857143,389.4892857142857
ISR,Israel,Europe,EUR,Sugar -10% by 2030,-0.1,2029,22.043802904584698,2028,50.51428571428571,383.4971428571428
ISR,Israel,Europe,EUR,Sugar -10% by 2030,-0.1,2030,22.03787098016344,2029,49.725,377.505
ISR,Israel,Europe,EUR,Sugar -2% by 2030,-0.02,2024,22.223941664814625,2023,55.09214285714285,418.2515714285714
ISR,Israel,Europe,EUR,Sugar -2% by 2030,-0.02,2025,22.172676738695767,2024,54.934285714285714,417.05314285714286
ISR,Israel,Europe,EUR,Sugar -2% by 2030,-0.02,2026,22.127563689396613,2025,54.776428571428575,415.8547142857143
ISR,Israel,Europe,EUR,Sugar -2% by 2030,-0.02,2027,22.089915644973416,2026,54.61857142857143,414.6562857142857
ISR,Israel,Europe,EUR,Sugar -2% by 2030,-0.02,2028,22.061179861791274,2027,54.46071428571429,413.45785714285716
ISR,Israel,Europe,EUR,Sugar -2% by 2030,-0.02,2029,22.042906094954454,2028,54.30285714285714,412.25942857142854
ISR,Israel,Europe,EUR,Sugar -2% by 2030,-0.02,2030,22.036705629971387,2029,54.144999999999996,411.061
